,Text
137820,Cantaniqui
138013,mensajero
138034,hombres de pelea
138060,Diego Brizeño
138272,furias infernales
138461,Pedro Canche
138608,Gaspar de
138620,Diego Brízeño
138710,Naculybit
138743,Holpopo
138942,Sancho Barahona
138947,García de Valverdi
138949,su majestad
138957,Alonso Páez Betancor
138963,Pedro de Arboleda
138982,Francisco Vázquez
138986,Fernando de Soto
138989,Gonzalo Méndez
138990,Gonzalo Ortiz
138991,Diego Ramirez
138992,Juan Elías
139031,quauhtli
139039,Ocelotl
139329,Gaspar Arias Dávila
139371,"Francisco de la, Parra"
139373,Pedro de Betanzos
139388,Pedro Ramírez de Quiñónez
139390,Rogel
139392,Herrera
139393,comisario
139399,Francisco de la Parra
139437,Garcia de Valverdi
139499,Tecpan Tototl
139507,Ahg Tziquine
139548,Zaqui Buk
139551,Iztac Tlamacaz
139867,Francisco Marroquín
140223,Gómez de Córdoba
140248,Diego Ordóñez
140249,religiolios
140290,Sancho de Barahona
140344,señoría ilustrísima
140363,Gaspar Manrique
140365,Domingo Elías
140368,Baltasar López
140369,Domingo Ramos
140371,Marcos Sánchez
140642,presidentes
140710,guardianes
140817,Taluc
140819,Cihua Teutl
141360,Gómez de Córdova
141393,Ordóñez
141408,Alfonso Páez Betancor
141432,García Valverdi
141530,Melchor Martín
141533,Melchor Pérez
141721,Juan Rodríguez Cabrillo
141819,Ahg Tziquine Hay
141821,Tecpan Tolotl
141848,Cinquimil
142404,Francisco de Villacastin
142461,Diego Rodríguez
142464,Andrés de Aguilar
142466,Antón de Mansilla
142468,Diego Méndez
142745,lztac Tlamacaz
142811,seriares
143414,CACIQUES
143428,Ah Tziquini Hay
143431,Amac tzutuhile
143440,servidores
143483,lolmay
143484,ah tzih uinac
143485,calel
143486,ah uchan
143487,factores
143488,contadores
143489,tesoreros
143496,Natzti Hay
143497,Aquibi Hay
143498,Acu Hay
143499,Quici Hay
143500,Acaboxul
143502,duques
143503,condes
143504,marqueses
143506,hijosdalgo
143528,oficiales de pluma
143551,León
143610,Pedro de Cueto
143629,Cerrato
143655,Landecho
143669,Francisco Briceño
143706,Cueto
143738,santo Evangelio
143751,Francisco de Ribera
143753,Joseph de Santa María
143757,Pablo de Aguilar
143759,Hernando de Soto
143761,Toribio de Constantino
143763,Lucas de Escobar
143765,MATEO ARÉVALO SEDEÑO
143771,MONTERO DE MIRANDA
143781,Arévalo Sedeño
143884,fiscales
143895,ilustrísimo
144026,Mateo Arévalo Sedeño
144028,MARIA
144347,Domingo de Azcona
144348,Juan Correa
144349,Juan González de Villasinda
144844,Sedeño
144859,procuradores
145377,Francisco de Viana
145380,Lucas Gallego
145382,Guillén Cadena
145385,Diego García de Palacio
145391,Francisco Montero de Miranda
145393,vuesa merced
145403,Criador omnipotente
145407,emperadores
145440,ilustre persona
145443,Ilustre señor
145749,Laguna
145824,estudiantes
146113,Plinio
146125,remadores
146526,DIEGO GARCÍA DE PALACIO
146796,alguacilejo
147277,teupas
147281,tecti
147290,tehuamatlini
147294,teupixqui
147306,PAPA
147307,SACERDOTES
147314,sabio
147329,Itzqueye
147436,teupa
147454,GUERREROS
147540,partera
147673,Icelaca
147688,Jerónimo Italiano
147742,pontifical
147824,Católica Real Majestad
147830,JUAN DE PINEDA
147836,vuestra majestad
147845,Juan de Pineda
147846,Alonso de Pineda
147847,Pedro de Pineda
147848,escribano mayor
147856,Sancho de Esquivel
147884,Román
147886,Haro
147900,Juan Gaitán
147909,Cavallón
147919,Beatriz de Oliver
147925,Almaraz
147932,Pedro de Paredes
147948,Domingo de Vico
147967,juez contador
147972,Briseño
147973,visitador
147980,secretarios
148061,Juan Núñez de Landecho
148065,Pedro de Villalobos
148146,Juan de la Cueva
148244,nuestra merced
148288,Alonso López Cerrato
148307,Vuestra majestad
148323,cortadores
148324,aserradores
148575,Figueroa
148764,Lope Rodríguez de las Varillas
148770,Cristóbal de Celada
148811,Martín Díaz
149085,Francisco de la Cueva
149087,Leonor de Alvarado
150106,Juan de Mestaner
150266,su señoría
150399,Villalobos
150438,García de Valverde
150450,Diego de Guzmán
150471,Valverde
150900,Juan Vázquez de Coronado
150947,Deán
150954,Juan de Ovando
150960,Bernardino de Villalpando
150986,Juana
150987,Catalina
150998,Pedro Girón
151000,Bernaldina
151002,Pedro Juárez
151005,Angelina
151007,Gregorio de Valencia
151009,Inés
151011,Fernando Díaz
151023,Beatriz de Escobar
151027,Alonso Tezcatimal
151029,Catalina Xicuey
151033,Constanza
151037,Luisa Cigua
151041,Miguel Muñoz
151048,Inés Calderón
151057,Pedro Hurtado
151066,Luisa
151068,Cristóbal Culupan
151070,Catarina
151075,Juan Arias de Vera
151082,Beatriz
151089,Madalena
151091,Diego de Castilla
151093,Lucía
151097,Francisco de Vargas
151104,Jerónimo Bermejo
151115,Sancho de Villela
151126,Benito Cortés
151131,Lucas Froys
151133,Pedro Vázquez
151135,Madalena Vázquez
151139,Hernán Álvarez de Orrego
151166,Cristóbal
151174,Francisca
151176,Juan Mingos
151180,Baltasar Chamorro
151181,Francisco López de Mendoza
151196,Juana Martín
151199,Bartolomé de Vilches
151208,Blas Corbera
151212,Martín Corbera
151218,Lucas de Ortega
151249,Francisco Avilés
151256,Jorge González
151274,Andrés Peñuelas
151282,María Cerrato
151286,Diego Océlotl
151290,Magdalena Misco
151296,María
151301,Martín de Montes de Oca
151323,Bartolomé Resino
151331,Isabel Durán
151337,Gaspar Arias
151343,Marco Antonio
151350,Alonso de Paz
151351,Juan de Torre
151358,Mencia
151360,Juan Jule
151363,Gonzalo
151369,Antonio Ríos
151376,Diego de Vivar
151378,Alonso Hidalgo
151381,Pedro Lucero
151385,Juan Hidalgo
151391,Bartolomé Cornejo
151401,Lorenzo de Godoy
151402,Gregorio de Polanco
151418,Juan de Morales
151420,Diego de Salvatierra
151464,Hernando
151471,Cristóbal de Morales
151478,Isabel Godinez
151490,Carlos Bonifaz
151498,Juan Hurtado
151499,Diego López de Villanueva
151508,Jerónimo de Guzmán
151509,Jerónimo de Alvarado
151530,Juan Méndez de Sotomayor
151531,Montes de Oca
151534,Gaspar Arias Avila
151553,Toribio
151557,Alonso Gutiérrez de Monzón
151569,Pedro Nieto
151577,Juan Maldonado
151579,Juana Saavedra
151585,Juan Jerónimo Reinoso
151619,Alonso Rodríguez Vizcaíno
151639,Pedro de Ayllón
151748,Rodrigo Pérez Dardón
151789,Pablo Cota
151832,coristas
151907,Pedro de Liébana
151908,chantre
151910,maestrescuela
151911,Baltasar de Vera
151913,Secretario
151916,Juan de Estrada
151917,Fernando de Niebla
151925,Juan Rodríguez Cabrillo de Medrano
151937,Gonzalo Ruiz Ronquillo
151949,Martín de Sotomayor
151950,Sancho de San Pedro
151951,Pedro de Écija
151976,Cháves
152065,señores antiguos
152342,viejo
152343,Uzama
152402,nahuale
152423,marinero
152582,Valverdi
152750,recueros
152977,Cristóbal de Aro
152983,Juan de Fontín
152988,Hernando de Escobar
152997,Ambrosio Cota Manuel
153021,Antonio Rodríguez
153083,licenciado García de Valverdi
153089,señoría
153160,Patzum
153247,Balam Quitze
153249,Balam Acap
153250,Mahu3utah
153254,Co Coha
153255,Co Rojon Amac
153263,E
153271,Tziquin
153284,Tzacol Pitol
153287,Ah
153294,Co Caib
153295,Co Caiuim
153311,Co Caibim
153330,ah popes
153336,Queh Nay
153346,Co Nache
